Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Russell Wilson,28,21,288,5,1,0,5,39,0,0,0,0,0,0,0,0
Dak Prescott,47,34,450,1,0,0,5,18,3,0,0,0,0,0,1,0
Josh Allen,35,24,415,4,0,0,4,19,0,0,0,0,0,0,0,0
Matt Ryan,36,24,273,4,0,0,4,16,0,0,0,0,0,0,0,0
Cam Newton,44,30,397,1,1,0,11,47,2,0,0,0,0,0,0,0
Ryan Tannehill,24,18,239,4,0,0,4,12,0,0,0,0,0,0,0,0
Kyler Murray,38,26,286,1,1,0,8,67,2,0,0,0,0,0,0,0
Patrick Mahomes,47,27,302,2,0,1,6,54,0,0,0,0,0,0,0,0
Joe Burrow,61,37,316,3,0,0,7,19,0,0,0,0,0,0,1,0
Jared Goff,27,20,267,3,0,0,7,13,0,0,0,0,0,0,0,0
Gardner Minshew,45,30,339,3,2,0,4,19,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,47,31,328,2,0,1,3,12,0,0,0,0,0,0,0,0
Derek Carr,38,28,284,3,0,0,3,3,0,0,0,0,0,0,1,0
Justin Herbert,33,22,311,1,1,0,4,18,1,0,0,0,0,0,0,0
Ben Roethlisberger,41,29,311,2,1,0,3,-2,0,0,0,0,0,0,0,0
Aaron Rodgers,30,18,240,2,0,0,2,12,0,0,1,-6,0,0,0,0
Jeff Driskel,34,18,256,2,1,1,2,5,0,0,0,0,0,0,0,0
Matthew Stafford,33,20,244,2,1,0,1,4,0,0,0,0,0,0,0,0
Lamar Jackson,24,18,204,1,0,0,16,54,0,0,0,0,0,0,0,0
Baker Mayfield,23,16,219,2,1,0,3,5,0,0,0,0,0,0,0,0
Jimmy Garoppolo,16,14,131,2,0,0,0,0,0,0,0,0,0,0,0,0
Deshaun Watson,36,25,275,1,1,0,5,17,0,0,0,0,0,0,0,0
Mitchell Trubisky,28,18,190,2,2,0,4,16,0,0,0,0,0,0,0,0
Drew Brees,38,26,312,1,1,0,0,0,0,0,0,0,0,0,0,0
Dwayne Haskins,33,19,223,1,0,0,1,8,0,0,0,0,0,0,1,0
Sam Darnold,32,21,179,1,0,0,2,7,0,0,0,0,0,0,0,0
Philip Rivers,25,19,214,1,1,0,4,3,0,0,0,0,0,0,0,0
Carson Wentz,43,26,242,0,2,0,2,7,1,0,0,0,0,0,0,0
Tom Brady,35,23,217,1,1,0,1,0,0,0,0,0,0,0,1,0
Teddy Bridgewater,42,33,367,0,2,0,0,0,0,0,0,0,0,0,1,0
Daniel Jones,40,25,241,0,1,0,3,21,0,0,0,0,0,0,1,0
Nick Mullens,11,8,71,0,1,0,2,-2,0,0,0,0,0,0,0,0
Andy Dalton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tim Boyle,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
Drew Lock,5,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0
Kirk Cousins,26,11,113,0,3,0,0,0,0,0,0,0,0,0,0,0
