Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Dalvin Cook,0,0,0,0,0,0,30,163,3,0,2,63,1,0,0,0
Alvin Kamara,0,0,0,0,0,0,12,67,0,0,9,96,0,0,0,0
DeeJay Dallas,0,0,0,0,0,0,18,41,1,0,5,17,1,0,0,0
Giovani Bernard,0,0,0,0,0,0,15,62,1,0,3,16,1,0,0,0
Zack Moss,0,0,0,0,0,0,14,81,2,0,0,0,0,0,0,0
Nyheim Hines,0,0,0,0,0,0,5,8,0,0,3,54,2,0,0,0
Jordan Wilkins,0,0,0,0,0,0,20,89,1,1,1,24,0,0,0,0
Jamaal Williams,0,0,0,0,0,0,16,75,0,1,6,27,0,0,0,0
Derrick Henry,0,0,0,0,0,0,18,112,1,0,0,0,0,0,0,0
Justin Jackson,0,0,0,0,0,0,17,89,0,0,3,53,0,0,0,0
Damien Harris,0,0,0,0,0,0,16,102,1,0,0,0,0,0,0,0
Phillip Lindsay,0,0,0,0,0,0,6,83,1,0,1,3,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,3,-1,1,0,4,40,0,0,0,0
Gus Edwards,0,0,0,0,0,0,16,87,1,0,0,0,0,0,0,0
James Conner,0,0,0,0,0,0,15,47,1,0,3,13,0,0,0,0
Troymaine Pope,0,0,0,0,0,0,10,67,0,0,5,28,0,0,0,0
Myles Gaskin,0,0,0,0,0,0,18,47,1,0,3,16,0,0,1,0
Josh Jacobs,0,0,0,0,0,0,31,129,0,0,0,0,0,0,0,0
Wayne Gallman,0,0,0,0,0,0,12,44,1,0,1,18,0,0,0,0
J.K. Dobbins,0,0,0,0,0,0,15,113,0,0,1,8,0,0,0,0
David Montgomery,0,0,0,0,0,0,21,89,0,0,2,16,0,0,0,0
Samaje Perine,0,0,0,0,0,0,10,32,1,0,1,2,0,0,0,0
Todd Gurley,0,0,0,0,0,0,18,46,1,0,0,0,0,0,0,0
Melvin Gordon,0,0,0,0,0,0,8,26,0,0,6,21,0,0,0,0
Devin Singletary,0,0,0,0,0,0,14,86,0,0,1,6,0,0,0,0
Boston Scott,0,0,0,0,0,0,15,70,0,0,2,9,0,0,0,0
Kerryon Johnson,0,0,0,0,0,0,0,0,0,0,2,15,1,0,0,0
JaMycal Hasty,0,0,0,0,0,0,12,29,1,0,1,2,0,0,0,0
Leonard Fournette,0,0,0,0,0,0,15,52,0,0,3,19,0,0,0,0
Tony Pollard,0,0,0,0,0,0,7,40,0,0,2,24,0,0,0,0
Dion Lewis,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0
Kareem Hunt,0,0,0,0,0,0,14,66,0,0,2,7,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,19,63,0,0,1,10,0,0,0,0
Mike Davis,0,0,0,0,0,0,13,66,0,0,1,11,0,0,0,0
Gabe Nabers,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Ronald Jones II,0,0,0,0,0,0,7,23,0,0,4,23,0,0,1,0
Brian Hill,0,0,0,0,0,0,11,55,0,0,2,9,0,0,0,0
Malcolm Brown,0,0,0,0,0,0,10,40,0,0,2,17,0,0,0,0
