Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Darrell Henderson,0,0,0,0,0,0,8,47,0,0,1,11,0,0,0,0
Clyde Edwards-Helaire,0,0,0,0,0,0,6,21,0,0,3,10,0,0,0,0
Le'Veon Bell,0,0,0,0,0,0,6,7,0,0,3,31,0,0,0,0
James White,0,0,0,0,0,0,2,0,0,0,2,35,0,0,0,0
D'Andre Swift,0,0,0,0,0,0,6,1,0,0,3,22,0,0,0,0
Latavius Murray,0,0,0,0,0,0,8,17,0,0,3,14,0,0,0,0
Cam Akers,0,0,0,0,0,0,9,35,0,0,1,19,0,0,0,0
Jonathan Taylor,0,0,0,0,0,0,11,22,0,0,2,9,0,0,0,0
Lamical Perine,0,0,0,0,0,0,8,27,0,0,2,6,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0
Joshua Kelley,0,0,0,0,0,0,7,32,0,0,1,-7,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
AJ Dillon,0,0,0,0,0,0,5,21,0,0,1,16,0,0,0,0
Devontae Booker,0,0,0,0,0,0,5,29,0,0,1,17,0,0,0,0
Frank Gore,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0
D'Onta Foreman,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0
Corey Clement,0,0,0,0,0,0,5,24,0,0,1,4,0,0,0,0
Rex Burkhead,0,0,0,0,0,0,6,26,0,0,1,5,0,0,0,0
Darrel Williams,0,0,0,0,0,0,3,19,0,0,1,7,0,0,0,0
Jalen Richard,0,0,0,0,0,0,1,6,0,0,1,12,0,0,0,0
Elijhaa Penny,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Alfred Morris,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0
Ty Johnson,0,0,0,0,0,0,3,15,0,0,1,6,0,0,0,0
Tevin Coleman,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,5,7,0,0,1,5,0,0,0,0
Ryan Nall,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
D'Ernest Johnson,0,0,0,0,0,0,2,6,0,0,1,5,0,0,0,0
Tyler Ervin,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Matt Breida,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0
Khari Blasingame,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Nick Bellore,0,0,0,0,0,0,1,5,0,0,1,9,0,0,0,0
Darwin Thompson,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
Qadree Ollison,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Anthony McFarland,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Alexander Mattison,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
Alec Ingold,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Travis Homer,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
C.J. Ham,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Michael Burton,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
