Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Josh Allen,36,27,320,4,0,0,4,35,0,0,0,0,0,0,0,0
Tom Brady,27,22,348,4,0,0,0,0,0,0,0,0,0,0,0,0
Deshaun Watson,33,24,324,3,0,0,5,38,0,0,0,0,0,0,1,0
Aaron Rodgers,25,21,231,4,1,0,3,19,0,0,0,0,0,0,0,0
Andy Dalton,30,22,377,3,1,0,5,15,0,0,0,0,0,0,0,0
Ben Roethlisberger,49,34,341,3,0,0,2,-1,0,0,0,0,0,0,0,0
Kirk Cousins,41,27,291,3,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,35,24,265,2,1,0,2,10,1,0,0,0,0,0,0,0
Lamar Jackson,26,17,183,2,0,0,13,80,0,0,0,0,0,0,1,0
Brandon Allen,37,29,371,2,0,0,2,3,0,0,0,0,0,0,0,0
Derek Carr,34,21,336,1,0,0,2,-2,1,0,0,0,0,0,0,0
C.J. Beathard,22,13,182,3,0,0,3,18,0,0,0,0,0,0,1,0
Matt Ryan,35,27,300,2,0,0,1,-1,0,0,0,0,0,0,0,0
Patrick Mahomes,44,24,278,2,1,0,3,21,0,0,0,0,0,0,0,0
Russell Wilson,32,20,225,1,0,0,3,9,1,0,0,0,0,0,0,0
Sam Darnold,32,16,175,2,0,0,7,20,0,0,0,0,0,0,0,0
Jalen Hurts,39,21,342,1,2,0,9,69,0,0,0,0,0,0,1,0
Justin Herbert,33,21,253,1,0,0,4,26,0,0,0,0,0,0,0,0
Blaine Gabbert,15,9,143,2,0,0,2,15,0,0,0,0,0,0,0,0
Ryan Tannehill,24,11,121,1,2,0,3,55,1,0,0,0,0,0,0,0
Daniel Jones,41,24,252,1,0,0,1,3,0,0,0,0,0,0,0,0
Mike Glennon,37,24,211,2,2,0,0,0,0,0,0,0,0,0,0,0
Kyler Murray,50,31,247,0,1,0,8,75,0,0,0,0,0,0,0,0
Philip Rivers,34,21,270,1,1,0,0,0,0,0,0,0,0,0,1,0
Drew Lock,47,24,264,0,2,0,5,15,1,0,0,0,0,0,0,0
Taylor Heinicke,19,12,137,1,0,0,3,22,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,13,9,182,1,0,0,0,0,0,0,0,0,0,0,0,0
Tua Tagovailoa,22,17,94,1,0,0,3,11,0,0,0,0,0,0,0,0
Teddy Bridgewater,28,19,197,1,1,0,6,7,0,0,0,0,0,0,1,0
Cam Newton,10,5,34,0,0,0,4,24,1,0,0,0,0,0,0,0
Baker Mayfield,53,28,285,0,0,0,3,6,0,0,0,0,0,0,2,0
Jared Goff,43,24,234,0,1,0,7,23,0,0,0,0,0,0,0,0
Drew Brees,26,19,311,0,2,0,3,-3,0,0,0,0,0,0,0,0
Chase Daniel,18,13,86,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarrett Stidham,11,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwayne Haskins,28,14,154,0,2,0,0,0,0,0,0,0,0,0,1,0
Logan Woodside,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Stafford,3,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Foles,1,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Jacoby Brissett,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tim Boyle,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
David Blough,10,6,49,0,1,0,1,18,0,0,0,0,0,0,0,0
Matt Barkley,3,2,11,0,0,0,3,-3,0,0,0,0,0,0,0,0
