Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Alvin Kamara,0,0,0,0,0,0,22,155,6,0,3,17,0,0,0,0
Myles Gaskin,0,0,0,0,0,0,14,87,0,0,5,82,2,0,0,0
Samaje Perine,0,0,0,0,0,0,13,95,2,0,4,41,0,0,0,0
David Johnson,0,0,0,0,0,0,12,128,1,0,3,11,1,0,0,0
Jeffery Wilson,0,0,0,0,0,0,22,183,0,0,1,21,1,0,0,0
AJ Dillon,0,0,0,0,0,0,21,124,2,0,1,5,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,4,15,0,0,8,77,1,0,0,0
Jonathan Taylor,0,0,0,0,0,0,18,74,2,0,0,0,0,0,0,0
David Montgomery,0,0,0,0,0,0,23,95,1,0,2,26,0,0,0,0
Giovani Bernard,0,0,0,0,0,0,16,65,0,0,7,66,0,0,0,0
Miles Sanders,0,0,0,0,0,0,15,57,1,0,4,27,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,19,105,0,0,4,34,0,0,0,0
James Conner,0,0,0,0,0,0,5,21,1,0,5,45,0,0,0,0
Dalvin Cook,0,0,0,0,0,0,15,73,1,0,2,12,0,0,0,0
Nick Chubb,0,0,0,0,0,0,11,28,1,0,5,38,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,1,3,0,0,2,10,2,0,0,0
Leonard Fournette,0,0,0,0,0,0,9,34,1,0,3,32,0,0,0,0
Austin Ekeler,0,0,0,0,0,0,10,45,0,0,3,23,1,0,0,0
Kareem Hunt,0,0,0,0,0,0,4,11,1,0,3,41,0,0,0,0
Gus Edwards,0,0,0,0,0,0,15,85,0,0,2,37,0,0,0,0
J.K. Dobbins,0,0,0,0,0,0,11,77,1,0,0,0,0,0,0,0
Latavius Murray,0,0,0,0,0,0,12,72,0,0,3,24,0,0,0,0
Zack Moss,0,0,0,0,0,0,12,57,1,0,1,0,0,0,0,0
Aaron Jones,0,0,0,0,0,0,10,94,0,0,2,14,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,18,45,1,0,2,5,0,0,0,0
Darrel Williams,0,0,0,0,0,0,10,46,0,0,4,27,0,0,0,0
Dare Ogunbowale,0,0,0,0,0,0,14,71,0,0,3,7,0,0,0,0
Nyheim Hines,0,0,0,0,0,0,8,44,0,0,4,20,0,0,0,0
Chris Carson,0,0,0,0,0,0,16,69,0,0,3,10,0,0,0,0
D'Andre Swift,0,0,0,0,0,0,10,45,0,0,4,25,0,0,1,0
Derrick Henry,0,0,0,0,0,0,23,98,0,0,0,0,0,0,0,0
Antonio Gibson,0,0,0,0,0,0,10,61,0,0,3,8,0,0,0,0
Artavis Pierce,0,0,0,0,0,0,2,26,1,0,0,0,0,0,0,0
Brian Hill,0,0,0,0,0,0,7,36,0,0,3,25,0,0,0,0
Mike Davis,0,0,0,0,0,0,14,28,1,0,0,0,0,0,0,0
Ke'Shawn Vaughn,0,0,0,0,0,0,15,62,0,0,1,7,0,0,0,0
Todd Gurley,0,0,0,0,0,0,4,16,0,0,3,34,0,0,0,0
Melvin Gordon,0,0,0,0,0,0,16,79,0,0,0,0,0,0,0,0
James White,0,0,0,0,0,0,4,14,0,0,3,23,0,0,0,0
Devin Singletary,0,0,0,0,0,0,10,36,0,0,2,16,0,0,0,0
Sony Michel,0,0,0,0,0,0,10,69,0,0,0,0,0,0,0,0
Josh Jacobs,0,0,0,0,0,0,13,69,0,0,0,0,0,0,0,0
Darrell Henderson,0,0,0,0,0,0,12,62,0,0,0,0,0,0,0,0
Wayne Gallman,0,0,0,0,0,0,6,27,0,0,2,26,0,0,0,0
Mike Boone,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
Rodney Smith,0,0,0,0,0,0,7,23,0,0,2,15,0,0,0,0
Ito Smith,0,0,0,0,0,0,10,46,0,0,1,5,0,0,0,0
Lamical Perine,0,0,0,0,0,0,9,30,0,0,1,14,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,1,4,0,0,3,28,0,0,0,0
Frank Gore,0,0,0,0,0,0,14,48,0,0,1,5,0,0,0,0
Le'Veon Bell,0,0,0,0,0,0,7,30,0,0,1,9,0,0,0,0
Kalen Ballage,0,0,0,0,0,0,4,14,0,0,2,12,0,0,0,0
J.J. Taylor,0,0,0,0,0,0,6,38,0,0,0,0,0,0,0,0
Keith Smith,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Kerryon Johnson,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Royce Freeman,0,0,0,0,0,0,2,16,0,0,2,7,0,0,0,0
Malcolm Brown,0,0,0,0,0,0,7,27,0,0,1,8,0,0,0,0
Devontae Booker,0,0,0,0,0,0,6,11,0,0,2,8,0,0,0,0
Jalen Richard,0,0,0,0,0,0,2,19,0,0,1,4,0,0,0,0
Tony Pollard,0,0,0,0,0,0,9,12,0,0,1,8,0,0,0,0
Carlos Hyde,0,0,0,0,0,0,2,8,0,0,1,18,0,0,0,0
Chase Edmonds,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
Michael Burton,0,0,0,0,0,0,2,10,0,0,1,4,0,0,0,0
LeVante Bellamy,0,0,0,0,0,0,3,11,0,0,1,5,0,0,0,0
Boston Scott,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
Craig Reynolds,0,0,0,0,0,0,1,4,0,0,1,3,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0
Devine Ozigbo,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0
Alfred Morris,0,0,0,0,0,0,3,4,0,0,1,9,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
LeSean McCoy,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Dion Lewis,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
Ty Johnson,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
Tevin Coleman,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0
Peyton Barber,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
Salvon Ahmed,0,0,0,0,0,0,6,2,0,0,1,1,0,0,0,0
Ameer Abdullah,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
Trayveon Williams,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
Benjamin Snell,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Rashaad Penny,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
Ryan Nall,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Justin Jackson,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Jordan Howard,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
D.J. Foster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Darrynton Evans,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Alex Armah,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
