Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Darren Waller,0,0,0,0,0,0,0,0,0,0,9,150,1,0,0,0
Logan Thomas,0,0,0,0,0,0,0,0,0,0,13,101,0,0,0,0
Travis Kelce,0,0,0,0,0,0,0,0,0,0,8,68,1,1,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,8,68,1,0,0,0
Hunter Henry,0,0,0,0,0,0,0,0,0,0,5,65,1,0,0,0
Mark Andrews,0,0,0,0,0,0,0,0,0,0,5,66,1,0,0,0
Tyler Higbee,0,0,0,0,0,0,0,0,0,0,4,67,1,0,0,0
Austin Hooper,0,0,0,0,0,0,0,0,0,0,5,41,1,0,0,0
Tyler Conklin,0,0,0,0,0,0,0,0,0,0,3,57,1,0,0,0
Hayden Hurst,0,0,0,0,0,0,0,0,0,0,4,21,1,0,0,0
Dawson Knox,0,0,0,0,0,0,0,0,0,0,2,36,1,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0
Jonnu Smith,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
Jordan Akins,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Durham Smythe,0,0,0,0,0,0,0,0,0,0,5,40,0,0,0,0
Dalton Schultz,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0
Jordan Reed,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,2,17,1,0,0,0
Cameron Brate,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0
Zach Ertz,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,0
Evan Engram,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0
Tyler Eifert,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0
Dan Arnold,0,0,0,0,0,0,0,0,0,0,3,54,0,0,0,0
Chris Herndon IV,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0
Dallas Goedert,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0
Irv Smith,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Taysom Hill,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0
Maxx Williams,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0
Kahale Warring,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0
Ian Thomas,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0
Hunter Bryant,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0
Luke Stocker,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Jimmy Graham,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Gerald Everett,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Ross Dwelley,0,0,0,0,0,0,0,0,0,0,2,28,0,0,0,0
Jared Cook,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
David Njoku,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
Foster Moreau,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
Cole Kmet,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Anthony Firkser,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
Jack Doyle,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Harrison Bryant,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Levine Toilolo,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Adam Shaheen,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
MyCole Pruitt,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
T.J. Hockenson,0,0,0,0,0,0,1,0,0,0,2,18,0,0,1,0
Pharaoh Brown,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Blake Bell,0,0,0,0,0,0,1,2,0,0,1,10,0,0,0,0
Deon Yelder,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Kaden Smith,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Drew Sample,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
James O'Shaughnessy,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Dalton Keene,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Darrell Daniels,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Trey Burton,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
