Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Stefon Diggs,0,0,0,0,0,0,1,1,0,0,10,130,1,0,0,0
Allen Robinson,0,0,0,0,0,0,0,0,0,0,9,123,1,0,0,0
Calvin Ridley,0,0,0,0,0,0,0,0,0,0,8,124,1,0,0,0
T.Y. Hilton,0,0,0,0,0,0,0,0,0,0,5,86,2,0,0,0
Tyreek Hill,0,0,0,0,0,0,1,32,1,0,3,79,1,0,0,0
A.J. Brown,0,0,0,0,0,0,0,0,0,0,7,112,1,0,0,0
Davante Adams,0,0,0,0,0,0,0,0,0,0,7,115,1,0,0,0
DeAndre Hopkins,0,0,0,0,0,0,0,0,0,0,9,136,0,0,0,0
KJ Hamler,0,0,0,0,0,0,0,0,0,0,2,86,2,0,0,0
Brandon Aiyuk,0,0,0,0,0,0,0,0,0,0,10,119,0,0,0,0
Nelson Agholor,0,0,0,0,0,0,0,0,0,0,5,100,1,0,0,0
Marquez Valdes-Scantling,0,0,0,0,0,0,0,0,0,0,6,85,1,0,0,0
Russell Gage,1,1,39,1,0,0,0,0,0,0,5,82,0,0,0,0
Keenan Allen,0,0,0,0,0,0,0,0,0,0,9,52,1,0,0,0
Keelan Cole,0,0,0,0,0,0,0,0,0,0,7,67,1,0,0,0
D.K. Metcalf,0,0,0,0,0,0,0,0,0,0,6,61,1,0,0,0
Rashard Higgins,0,0,0,0,0,0,0,0,0,0,6,68,1,0,0,0
A.J. Green,0,0,0,0,0,0,0,0,0,0,6,62,1,0,0,0
JuJu Smith-Schuster,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Tyron Johnson,0,0,0,0,0,0,0,0,0,0,6,55,1,0,0,0
Robby Anderson,0,0,0,0,0,0,2,13,0,0,8,84,0,0,0,0
Michael Thomas,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0
Curtis Samuel,0,0,0,0,0,0,2,22,0,0,7,68,0,0,0,0
Amari Cooper,0,0,0,0,0,0,0,0,0,0,4,51,1,0,0,0
Lynn Bowden,1,0,0,0,0,0,1,2,0,0,7,82,0,0,0,0
Cooper Kupp,0,0,0,0,0,0,0,0,0,0,5,33,1,0,0,0
Emmanuel Sanders,0,0,0,0,0,0,0,0,0,0,3,48,1,0,0,0
Marquise Brown,0,0,0,0,0,0,0,0,0,0,2,50,1,0,0,0
Donovan Peoples-Jones,0,0,0,0,0,0,0,0,0,0,3,74,0,1,0,0
Tim Patrick,0,0,0,0,0,0,0,0,0,0,3,36,1,0,0,0
Chad Hansen,0,0,0,0,0,0,0,0,0,0,7,56,0,0,0,0
Danny Amendola,0,0,0,0,0,0,0,0,0,0,6,66,0,0,0,0
James Washington,0,0,0,0,0,0,0,0,0,0,3,29,1,0,0,0
David Moore,0,0,0,0,0,0,1,9,0,0,3,20,1,0,0,0
Scott Miller,0,0,0,0,0,0,0,0,0,0,1,48,1,0,0,0
Jarvis Landry,1,1,12,0,0,0,0,0,0,0,6,52,0,0,0,0
Mack Hollins,0,0,0,0,0,0,0,0,0,0,5,66,0,0,0,0
Freddie Swain,0,0,0,0,0,0,0,0,0,0,2,22,1,0,0,0
Laviska Shenault,0,0,0,0,0,0,1,2,0,0,6,49,0,0,0,0
Darnell Mooney,0,0,0,0,0,0,1,5,0,0,2,22,1,0,0,0
Tyler Lockett,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0
Gabriel Davis,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0
Keke Coutee,0,0,0,0,0,0,0,0,0,0,3,24,1,0,1,0
Tre'Quan Smith,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0
Justin Jefferson,0,0,0,0,0,0,0,0,0,0,4,39,0,1,0,0
Tee Higgins,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0
Damiere Byrd,0,0,0,0,0,0,0,0,0,0,5,48,0,0,0,0
Antonio Brown,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0
Tyler Boyd,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0
Kendrick Bourne,0,0,0,0,0,0,0,0,0,0,3,42,0,1,0,0
Cole Beasley,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0
Robert Woods,0,0,0,0,0,0,1,-1,0,0,5,32,0,0,0,0
