Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Patrick Mahomes,42,31,385,4,0,0,4,26,1,0,0,0,0,0,0,0
Russell Wilson,40,27,315,5,0,1,6,22,0,0,0,0,0,0,0,0
Josh Allen,33,24,311,4,1,0,4,8,1,0,0,0,0,0,1,0
Dak Prescott,57,37,472,3,2,0,6,26,0,0,0,0,0,0,1,0
Aaron Rodgers,32,21,283,3,0,0,2,12,0,0,0,0,0,0,0,0
Jared Goff,32,23,321,2,1,1,2,4,1,0,0,0,0,0,0,0
Drew Brees,36,29,288,3,0,0,0,0,0,0,0,0,0,0,0,0
Tom Brady,38,25,297,3,0,0,5,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,20,18,160,2,0,0,7,38,1,0,1,0,0,0,0,0
Kirk Cousins,27,16,251,3,2,0,2,14,0,0,0,0,0,0,0,0
Kyler Murray,35,23,270,2,3,0,5,29,1,0,0,0,0,0,0,0
Joe Burrow,44,31,312,2,0,0,1,-1,0,0,0,0,0,0,0,0
Carson Wentz,47,29,225,1,2,0,9,65,1,0,0,0,0,0,0,0
Ben Roethlisberger,36,23,237,2,0,1,5,-3,0,0,0,0,0,0,0,0
Nick Foles,29,16,188,3,1,0,3,-3,0,0,0,0,0,0,0,0
Matthew Stafford,31,22,270,2,0,0,1,-3,0,0,0,0,0,0,0,0
Derek Carr,32,24,261,2,0,0,2,10,0,0,0,0,0,0,2,0
Deshaun Watson,27,19,264,2,1,0,1,5,0,0,0,0,0,0,0,0
Nick Mullens,36,25,343,1,0,0,4,0,0,0,0,0,0,0,0,0
Baker Mayfield,23,16,156,2,0,0,1,1,0,0,0,0,0,0,0,0
Justin Herbert,49,35,330,1,1,0,3,15,0,0,0,0,0,0,1,0
Lamar Jackson,28,15,97,1,0,0,9,83,0,0,0,0,0,0,1,0
Teddy Bridgewater,28,22,235,1,0,0,2,12,0,0,0,0,0,0,0,0
Philip Rivers,21,17,217,1,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,22,13,128,1,1,0,1,45,0,0,0,0,0,0,0,0
Matt Ryan,38,19,238,1,1,0,1,-1,0,0,0,0,0,0,0,0
Dwayne Haskins,37,21,224,2,3,0,2,2,0,0,0,0,0,0,1,0
Cam Newton,28,17,162,1,1,0,9,27,0,0,0,0,0,0,0,0
Jeff Driskel,30,17,176,1,1,0,3,14,0,0,0,0,0,0,0,0
Ryan Tannehill,37,23,321,0,1,0,4,9,0,0,1,0,0,0,0,0
Gardner Minshew,42,30,275,0,1,0,3,22,0,0,0,0,0,0,1,0
Daniel Jones,32,17,179,0,1,0,5,49,0,0,0,0,0,0,1,0
Sam Darnold,29,17,168,1,3,0,5,20,0,0,0,0,0,0,0,0
Brett Rypien,9,8,53,0,1,0,0,0,0,0,0,0,0,0,0,0
Jalen Hurts,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
Jacoby Brissett,4,2,17,0,0,0,2,0,0,0,0,0,0,0,0,0
