Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Dallas Goedert,0,0,0,0,0,0,0,0,0,0,7,75,1,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,5,67,1,0,0,0
Taysom Hill,16,9,78,0,1,0,10,44,2,0,0,0,0,0,0,0
Evan Engram,0,0,0,0,0,0,0,0,0,0,6,129,0,0,1,0
Travis Kelce,1,0,0,0,0,0,0,0,0,0,8,82,0,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,6,106,0,0,0,0
Richard Rodgers,0,0,0,0,0,0,0,0,0,0,3,53,1,0,0,0
Logan Thomas,1,1,28,0,0,0,1,3,0,0,4,20,1,0,0,0
Kyle Rudolph,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,0
T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,5,89,0,0,0,0
Hunter Henry,0,0,0,0,0,0,0,0,0,0,7,67,0,0,0,0
Trey Burton,0,0,0,0,0,0,0,0,0,0,3,42,1,0,0,0
Eric Ebron,0,0,0,0,0,0,0,0,0,0,7,54,0,0,0,0
Mike Gesicki,0,0,0,0,0,0,0,0,0,0,2,35,1,0,0,0
Tyler Eifert,0,0,0,0,0,0,0,0,0,0,3,16,1,0,0,0
Marcedes Lewis,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
Austin Hooper,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
Hayden Hurst,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Adam Shaheen,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
Dalton Schultz,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0
Drew Sample,0,0,0,0,0,0,0,0,0,0,4,40,0,0,1,0
Dawson Knox,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
Cameron Brate,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0
Darren Waller,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0
Geoff Swaim,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Jimmy Graham,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
Durham Smythe,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Maxx Williams,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0
Jordan Reed,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
James O'Shaughnessy,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Gerald Everett,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0
Chris Manhertz,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Jaeden Graham,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Stephen Carlson,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Dan Arnold,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Deon Yelder,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Adam Trautman,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Ian Thomas,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Jace Sternberger,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Lee Smith,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Cole Kmet,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Tyler Higbee,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Ross Dwelley,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Brandon Dillon,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Tyler Conklin,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Cethan Carter,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Harrison Bryant,0,0,0,0,0,0,0,0,0,0,1,13,0,0,1,0
Jordan Akins,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
