Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Travis Kelce,1,1,4,0,0,0,0,0,0,0,8,127,1,0,0,0
Taysom Hill,23,18,233,0,0,0,10,49,2,0,0,0,0,0,1,0
Darren Waller,0,0,0,0,0,0,0,0,0,0,7,88,1,0,0,0
Mark Andrews,0,0,0,0,0,0,0,0,0,0,5,96,1,0,0,0
Dallas Goedert,0,0,0,0,0,0,0,0,0,0,5,77,1,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,5,44,1,0,0,0
Hunter Henry,0,0,0,0,0,0,0,0,0,0,4,48,1,0,0,0
Eric Ebron,0,0,0,0,0,0,0,0,0,0,4,36,1,0,0,0
Jordan Akins,0,0,0,0,0,0,0,0,0,0,5,83,0,0,0,0
Jonnu Smith,0,0,0,0,0,0,0,0,0,0,4,20,1,0,0,0
Dalton Schultz,0,0,0,0,0,0,0,0,0,0,4,25,1,0,0,0
Richard Rodgers,0,0,0,0,0,0,0,0,0,0,2,48,1,0,0,0
Chris Herndon IV,0,0,0,0,0,0,0,0,0,0,2,32,1,0,0,0
T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,4,68,0,0,0,0
Trey Burton,0,0,0,0,0,0,0,0,0,0,2,25,1,0,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,4,55,0,0,0,0
Mike Gesicki,0,0,0,0,0,0,0,0,0,0,4,43,0,0,0,0
Jason Witten,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Ryan Izzo,0,0,0,0,0,0,0,0,0,0,2,59,0,0,0,0
Anthony Firkser,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Jack Doyle,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
Dan Arnold,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
Austin Hooper,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
Gerald Everett,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0
Jace Sternberger,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
Kyle Rudolph,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
Tyler Higbee,0,0,0,0,0,0,1,1,0,0,4,19,0,0,0,0
Tyler Eifert,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0
Cameron Brate,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
Maxx Williams,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
Nick Vannett,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
Irv Smith,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Drew Sample,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
Greg Olsen,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Darren Fells,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
Pharaoh Brown,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Adam Trautman,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Logan Thomas,0,0,0,0,0,0,1,2,0,0,2,6,0,0,0,0
Ben Ellefson,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Will Dissly,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Derek Carrier,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Blake Bell,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,0
Geoff Swaim,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Eric Saubert,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Marcedes Lewis,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Nick Keizer,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Jared Cook,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
