Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Derrick Henry,0,0,0,0,0,0,26,215,2,0,2,7,0,0,0,0
Jonathan Taylor,0,0,0,0,0,0,20,150,2,0,2,15,0,0,0,0
Miles Sanders,0,0,0,0,0,0,14,115,2,0,4,21,0,0,0,0
Kareem Hunt,0,0,0,0,0,0,6,33,1,0,6,77,1,0,0,0
Mike Davis,0,0,0,0,0,0,11,51,2,0,5,42,0,0,0,0
David Montgomery,0,0,0,0,0,0,11,113,1,0,3,42,0,0,0,0
Nick Chubb,0,0,0,0,0,0,17,82,2,0,2,21,0,0,0,0
Alvin Kamara,0,0,0,0,0,0,11,50,1,0,7,44,0,0,0,0
Austin Ekeler,0,0,0,0,0,0,15,79,0,0,9,67,0,0,0,0
Cam Akers,0,0,0,0,0,0,29,171,0,0,2,23,0,0,0,0
Dalvin Cook,0,0,0,0,0,0,22,102,1,0,2,8,0,0,0,0
Chris Carson,0,0,0,0,0,0,12,76,1,0,3,22,0,0,0,0
Gus Edwards,0,0,0,0,0,0,7,49,2,0,1,4,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,23,80,1,0,1,10,0,0,0,0
Ronald Jones II,0,0,0,0,0,0,18,80,1,0,1,4,0,0,0,0
D'Andre Swift,0,0,0,0,0,0,7,24,1,0,4,26,0,0,0,0
Clyde Edwards-Helaire,0,0,0,0,0,0,16,32,0,0,5,59,0,0,0,0
J.K. Dobbins,0,0,0,0,0,0,13,53,1,1,0,0,0,0,0,0
James Robinson,0,0,0,0,0,0,12,67,0,0,4,16,0,0,0,0
Tony Pollard,0,0,0,0,0,0,11,39,0,0,2,9,1,0,0,0
Melvin Gordon,0,0,0,0,0,0,13,68,0,0,3,23,0,0,0,0
Jeffery Wilson,0,0,0,0,0,0,11,31,1,0,1,13,0,0,1,0
Nyheim Hines,0,0,0,0,0,0,7,58,0,0,4,17,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,11,68,0,0,2,18,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,1,3,0,0,2,15,1,0,0,0
Josh Jacobs,0,0,0,0,0,0,13,49,0,0,3,25,0,0,0,0
Wayne Gallman,0,0,0,0,0,0,12,57,0,0,3,16,0,0,0,0
Chase Edmonds,0,0,0,0,0,0,7,32,0,0,4,21,0,0,0,0
Jalen Richard,0,0,0,0,0,0,2,10,0,0,4,31,0,0,0,0
Raheem Mostert,0,0,0,0,0,0,14,65,0,0,2,5,0,0,0,0
Aaron Jones,0,0,0,0,0,0,15,69,0,0,2,6,0,0,0,0
Kerryon Johnson,0,0,0,0,0,0,2,3,1,0,1,10,0,0,0,0
Duke Johnson,0,0,0,0,0,0,8,26,0,0,2,53,0,0,1,0
Trayveon Williams,0,0,0,0,0,0,12,49,0,0,3,14,0,0,1,0
Devine Ozigbo,0,0,0,0,0,0,0,0,0,0,4,30,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,12,48,0,0,2,11,0,0,0,0
DeAndre Washington,0,0,0,0,0,0,13,35,0,0,2,17,0,0,0,0
Dion Lewis,0,0,0,0,0,0,2,14,1,0,0,0,0,0,1,0
Carlos Hyde,0,0,0,0,0,0,15,66,0,0,0,0,0,0,0,0
Damien Harris,0,0,0,0,0,0,11,50,0,0,1,0,0,0,0,0
Ito Smith,0,0,0,0,0,0,11,42,0,0,1,3,0,0,0,0
Jaylen Samuels,0,0,0,0,0,0,4,15,0,0,3,18,0,0,0,0
Samaje Perine,0,0,0,0,0,0,10,32,0,0,2,9,0,0,0,0
Greg Howell,0,0,0,0,0,0,11,42,0,0,1,3,0,0,0,0
C.J. Ham,0,0,0,0,0,0,1,0,0,0,3,22,0,0,0,0
Le'Veon Bell,0,0,0,0,0,0,2,21,0,0,2,14,0,0,0,0
Peyton Barber,0,0,0,0,0,0,12,37,0,0,2,1,0,0,0,0
Rodney Smith,0,0,0,0,0,0,2,10,0,0,2,14,0,0,0,0
Devin Singletary,0,0,0,0,0,0,7,32,0,0,1,2,0,0,0,0
Zack Moss,0,0,0,0,0,0,13,43,0,0,0,0,0,0,0,0
LeSean McCoy,0,0,0,0,0,0,4,32,0,0,1,3,0,0,0,0
Phillip Lindsay,0,0,0,0,0,0,11,24,0,0,2,7,0,0,0,0
Justin Jackson,0,0,0,0,0,0,3,9,0,0,3,10,0,0,0,0
Todd Gurley,0,0,0,0,0,0,6,19,0,0,2,12,0,0,0,0
Devontae Booker,0,0,0,0,0,0,4,8,0,0,3,11,0,0,0,0
Josh Adams,0,0,0,0,0,0,6,27,0,0,2,3,0,0,0,0
Ameer Abdullah,0,0,0,0,0,0,3,11,0,0,2,10,0,0,0,0
Jamaal Williams,0,0,0,0,0,0,10,38,0,0,0,0,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,4,7,0,0,1,23,0,0,0,0
Giovani Bernard,0,0,0,0,0,0,3,8,0,0,3,15,0,0,1,0
James White,0,0,0,0,0,0,3,16,0,0,1,2,0,0,0,0
Boston Scott,0,0,0,0,0,0,3,6,0,0,1,11,0,0,0,0
C.J. Prosise,0,0,0,0,0,0,1,2,0,0,1,10,0,0,0,0
Dare Ogunbowale,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
Latavius Murray,0,0,0,0,0,0,4,13,0,0,1,-6,0,0,0,0
Sony Michel,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0
Patrick Laird,0,0,0,0,0,0,4,19,0,0,1,4,0,0,0,0
Brian Hill,0,0,0,0,0,0,1,3,0,0,1,12,0,0,0,0
Frank Gore,0,0,0,0,0,0,8,23,0,0,1,8,0,0,1,0
Kalen Ballage,0,0,0,0,0,0,7,14,0,0,1,6,0,0,0,0
Jordan Wilkins,0,0,0,0,0,0,1,3,0,0,1,4,0,0,0,0
Benjamin Snell,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
Keith Smith,0,0,0,0,0,0,1,3,0,0,1,-2,0,0,0,0
Malcolm Perry,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,11,9,0,0,1,0,0,0,0,0
Ty Johnson,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0
Alec Ingold,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
James Conner,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0
Mike Boone,0,0,0,0,0,0,2,8,0,0,1,4,0,0,0,0
Alex Armah,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ke'Shawn Vaughn,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0
Gabe Nabers,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Alfred Morris,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0
Justice Hill,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
