Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Jeffery Wilson,0,0,0,0,0,0,17,112,3,0,2,8,0,0,0,0
James Robinson,0,0,0,0,0,0,22,119,1,1,4,18,1,0,0,0
Alvin Kamara,0,0,0,0,0,0,14,83,0,0,8,65,0,0,0,0
Todd Gurley,0,0,0,0,0,0,23,63,2,0,2,19,0,0,0,0
Jamaal Williams,0,0,0,0,0,0,19,77,1,0,4,37,0,0,0,0
Chase Edmonds,0,0,0,0,0,0,5,58,0,0,7,87,0,0,0,0
Giovani Bernard,0,0,0,0,0,0,13,37,0,0,5,59,1,0,0,0
Kareem Hunt,0,0,0,0,0,0,18,76,0,0,3,26,1,0,0,0
Antonio Gibson,0,0,0,0,0,0,20,128,1,0,0,0,0,0,0,0
Boston Scott,0,0,0,0,0,0,12,46,0,0,3,46,1,0,0,0
David Johnson,0,0,0,0,0,0,14,42,0,0,4,42,1,0,1,0
Wayne Gallman,0,0,0,0,0,0,10,34,1,0,5,20,0,0,0,0
Carlos Hyde,0,0,0,0,0,0,15,68,1,0,3,8,0,0,0,0
Derrick Henry,0,0,0,0,0,0,20,75,1,0,2,-3,0,0,0,0
Leonard Fournette,0,0,0,0,0,0,11,50,0,0,6,47,0,0,0,0
D'Andre Swift,0,0,0,0,0,0,9,27,1,0,4,21,0,0,0,0
Lamical Perine,0,0,0,0,0,0,11,40,1,0,2,16,0,0,0,0
Melvin Gordon,0,0,0,0,0,0,17,68,1,0,2,12,0,0,2,0
James Conner,0,0,0,0,0,0,20,82,0,0,3,29,0,0,0,0
Clyde Edwards-Helaire,0,0,0,0,0,0,8,46,1,0,1,17,0,0,0,0
David Montgomery,0,0,0,0,0,0,14,48,0,0,5,21,0,0,0,0
Malcolm Brown,0,0,0,0,0,0,10,57,1,0,0,0,0,0,0,0
Ronald Jones II,0,0,0,0,0,0,13,34,1,0,1,2,0,0,0,0
Justin Jackson,0,0,0,0,0,0,5,12,0,0,5,43,0,0,0,0
Zack Moss,0,0,0,0,0,0,7,47,0,0,3,25,0,0,0,0
Joshua Kelley,0,0,0,0,0,0,12,29,0,0,5,24,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,4,18,1,0,1,18,0,0,0,0
Duke Johnson,0,0,0,0,0,0,1,-1,0,0,5,43,0,0,0,0
Darrell Henderson,0,0,0,0,0,0,15,63,0,0,2,13,0,0,0,0
Mike Davis,0,0,0,0,0,0,7,12,0,0,5,24,0,0,0,0
Phillip Lindsay,0,0,0,0,0,0,9,79,0,0,0,0,0,0,0,0
JaMycal Hasty,0,0,0,0,0,0,9,57,0,0,1,16,0,0,0,0
Damien Harris,0,0,0,0,0,0,10,58,0,0,1,12,0,0,0,0
Rex Burkhead,0,0,0,0,0,0,4,12,0,0,3,35,0,0,0,0
Benjamin Snell,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,5,35,0,0,2,16,0,0,0,0
Frank Gore,0,0,0,0,0,0,11,60,0,0,0,0,0,0,0,0
Devin Singletary,0,0,0,0,0,0,8,29,0,0,2,18,0,0,0,0
Latavius Murray,0,0,0,0,0,0,11,47,0,0,1,9,0,0,0,0
Josh Jacobs,0,0,0,0,0,0,10,17,0,0,3,14,0,0,0,0
Brian Hill,0,0,0,0,0,0,2,3,0,0,3,27,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,12,45,0,0,1,6,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,14,34,0,0,1,7,0,0,0,0
Chris Carson,0,0,0,0,0,0,5,34,0,0,1,7,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,11,29,0,0,1,1,0,0,0,0
Alec Ingold,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
DeeJay Dallas,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Le'Veon Bell,0,0,0,0,0,0,6,39,0,0,0,0,0,0,0,0
Peyton Barber,0,0,0,0,0,0,10,34,0,0,0,0,0,0,0,0
Jalen Richard,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0
Tony Pollard,0,0,0,0,0,0,8,16,0,0,1,6,0,0,0,0
Royce Freeman,0,0,0,0,0,0,3,12,0,0,1,5,0,0,0,0
Corey Clement,0,0,0,0,0,0,2,9,0,0,1,12,0,0,0,0
Devontae Booker,0,0,0,0,0,0,3,5,0,0,2,9,0,0,0,0
James White,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
DeAndre Washington,0,0,0,0,0,0,3,5,0,0,1,2,0,0,0,0
Samaje Perine,0,0,0,0,0,0,1,3,0,0,1,3,0,0,0,0
Dion Lewis,0,0,0,0,0,0,3,23,0,0,0,0,0,0,1,0
Jakob Johnson,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Jason Huntley,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0
Travis Homer,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0
AJ Dillon,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0
Jaylen Samuels,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Troymaine Pope,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0
Anthony McFarland,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
D'Ernest Johnson,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Devonta Freeman,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0
Trenton Cannon,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
Alex Armah,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
