Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Patrick Mahomes,42,31,416,5,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson,37,27,261,4,0,0,6,23,0,0,0,0,0,0,0,0
Matthew Stafford,42,24,336,3,1,0,1,10,0,0,0,0,0,0,1,0
Aaron Rodgers,41,27,291,3,0,0,2,9,0,0,0,0,0,0,1,0
Philip Rivers,33,23,262,3,0,0,2,-2,0,0,0,0,0,0,0,0
Justin Herbert,43,29,278,3,2,0,3,21,0,0,0,0,0,0,0,0
Drew Lock,41,26,248,3,1,0,2,-1,0,0,0,0,0,0,0,0
Drew Brees,41,31,280,2,0,0,3,4,0,0,0,0,0,0,0,0
Tom Brady,40,28,279,2,0,0,1,-1,0,0,0,0,0,0,0,0
Ryan Tannehill,30,18,233,2,1,0,2,20,0,0,0,0,0,0,0,0
Nick Mullens,25,18,238,2,0,0,0,0,0,0,0,0,0,0,0,0
Joe Burrow,37,26,249,2,0,0,3,9,0,0,0,0,0,0,0,0
Daniel Jones,41,25,256,2,2,0,3,20,0,0,0,0,0,0,0,0
Lamar Jackson,28,13,208,2,2,0,16,65,0,0,0,0,0,0,2,0
Nick Foles,41,28,272,2,1,0,0,0,0,0,0,0,0,0,0,0
Ben Roethlisberger,32,21,182,2,0,0,0,0,0,0,0,0,0,0,0,0
Cam Newton,25,15,174,0,0,1,9,54,1,0,0,0,0,0,1,0
Matt Ryan,30,21,281,0,1,0,6,27,1,0,0,0,0,0,0,0
Jared Goff,61,35,355,1,2,0,0,0,0,0,0,0,0,0,2,0
Derek Carr,24,15,111,1,0,0,6,41,0,0,0,0,0,0,0,0
Teddy Bridgewater,23,15,176,1,1,0,5,30,0,0,0,0,0,0,0,0
Carson Wentz,27,15,123,2,2,1,4,17,0,0,0,0,0,0,2,0
Kirk Cousins,14,11,160,1,0,0,0,0,0,0,0,0,0,0,0,0
Josh Allen,18,11,154,0,1,0,10,23,1,0,0,0,0,0,0,0
Tua Tagovailoa,22,12,93,1,0,0,2,0,0,0,0,0,0,0,1,0
Ben DiNucci,40,21,180,0,0,0,5,22,0,0,0,0,0,0,2,0
Sam Darnold,30,18,133,0,0,0,4,21,0,0,0,0,0,0,0,0
Baker Mayfield,25,12,122,0,0,0,6,29,0,0,0,0,0,0,0,0
Jimmy Garoppolo,16,11,84,0,1,0,4,4,0,0,0,0,0,0,0,0
Phillip Walker,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Jalen Hurts,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad Henne,4,3,17,0,0,0,1,0,0,0,0,0,0,0,0,0
