Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Tom Brady,45,33,369,4,0,0,1,1,1,0,0,0,0,0,0,0
Justin Herbert,43,27,347,3,0,0,9,66,1,0,0,0,0,0,0,0
Kyler Murray,48,34,360,3,1,0,14,67,1,0,0,0,0,0,0,0
Joe Burrow,47,35,406,3,1,0,6,34,1,0,0,0,0,0,1,0
Baker Mayfield,28,22,297,5,1,0,1,-1,0,0,0,0,0,0,0,0
Russell Wilson,50,33,388,3,3,0,6,84,0,0,0,0,0,0,0,0
Aaron Rodgers,34,23,283,4,0,0,0,0,0,0,0,0,0,0,0,0
Carson Wentz,43,25,359,2,1,0,7,14,1,0,0,0,0,0,0,0
Drew Brees,36,29,287,2,0,0,3,2,1,0,0,0,0,0,1,0
Deshaun Watson,39,29,309,2,0,0,7,38,0,0,0,0,0,0,0,0
Daniel Jones,30,20,187,2,1,0,4,92,0,0,0,0,0,0,1,0
Teddy Bridgewater,28,23,254,2,0,0,2,10,0,0,0,0,0,0,0,0
Gardner Minshew,27,14,173,2,0,1,4,21,0,0,0,0,0,0,0,0
Derek Carr,36,24,284,2,1,0,2,19,0,0,0,0,0,0,0,0
Ryan Tannehill,30,18,220,2,0,0,2,5,0,0,0,0,0,0,0,0
Matt Ryan,42,31,338,1,0,1,0,0,0,0,0,0,0,0,1,0
Jared Goff,33,23,220,2,0,0,4,1,0,0,0,0,0,0,0,0
Kyle Allen,25,15,194,2,0,0,4,11,0,0,0,0,0,0,0,0
Matthew Stafford,36,25,340,1,0,0,1,8,0,0,0,0,0,0,0,0
Josh Allen,43,30,307,0,0,0,11,61,0,0,0,0,0,0,1,0
Ben Roethlisberger,49,32,268,2,3,0,1,-1,0,0,0,0,0,0,0,0
Patrick Mahomes,23,15,200,1,0,0,0,0,0,0,0,0,0,0,0,0
Drew Lock,40,24,254,0,2,0,3,8,1,0,0,0,0,0,0,0
Jimmy Garoppolo,25,20,277,0,2,0,1,4,0,0,0,0,0,0,0,0
Chad Henne,2,2,13,0,0,0,4,-2,1,0,0,0,0,0,0,0
Nick Foles,40,28,261,0,2,0,0,0,0,0,0,0,0,0,0,0
Andy Dalton,19,9,75,0,1,0,3,16,0,0,0,0,0,0,0,0
Ben DiNucci,3,2,39,0,0,0,1,0,0,0,0,0,0,0,0,0
Jarrett Stidham,10,6,64,0,1,0,2,3,0,0,0,0,0,0,0,0
Easton Stick,1,1,4,0,0,0,1,-2,0,0,0,0,0,0,0,0
Jalen Hurts,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Sam Darnold,23,12,120,0,2,0,0,0,0,0,0,0,0,0,0,0
Tim Boyle,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
Cam Newton,15,9,98,0,3,0,5,19,0,0,0,0,0,0,0,0
