Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Derrick Henry,0,0,0,0,0,0,22,212,2,0,2,52,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,20,164,2,0,0,0,0,0,0,0
D'Andre Swift,0,0,0,0,0,0,14,116,2,0,3,7,0,0,0,0
Ronald Jones II,0,0,0,0,0,0,23,113,2,0,2,8,0,0,0,0
Clyde Edwards-Helaire,0,0,0,0,0,0,26,161,0,0,4,8,0,0,0,0
James Conner,0,0,0,0,0,0,20,101,1,0,1,1,0,0,0,0
Myles Gaskin,0,0,0,0,0,0,18,91,0,0,4,35,0,0,0,0
Jonathan Taylor,0,0,0,0,0,0,12,60,0,0,4,55,0,0,0,0
James White,0,0,0,0,0,0,4,8,0,0,8,65,0,0,0,0
James Robinson,0,0,0,0,0,0,12,29,0,0,4,24,1,0,0,0
Joe Mixon,0,0,0,0,0,0,18,54,1,0,2,15,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,8,41,0,0,6,43,0,0,0,0
David Johnson,0,0,0,0,0,0,19,57,1,0,1,12,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,12,49,0,0,8,31,0,0,2,0
Miles Sanders,0,0,0,0,0,0,9,118,0,0,1,-6,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,15,40,1,0,1,18,0,0,0,0
David Montgomery,0,0,0,0,0,0,19,58,0,0,4,39,0,0,0,0
Aaron Jones,0,0,0,0,0,0,10,15,1,0,3,26,0,0,0,0
Mike Davis,0,0,0,0,0,0,18,52,1,0,2,3,0,0,1,0
Giovani Bernard,0,0,0,0,0,0,8,15,1,0,3,13,0,0,0,0
Darrel Williams,0,0,0,0,0,0,6,26,1,0,1,15,0,0,0,0
Phillip Lindsay,0,0,0,0,0,0,23,101,0,0,0,0,0,0,0,0
Frank Gore,0,0,0,0,0,0,11,46,0,0,4,24,0,0,0,0
Raheem Mostert,0,0,0,0,0,0,17,65,0,0,2,11,0,0,0,0
Todd Gurley,0,0,0,0,0,0,20,47,0,0,3,20,0,0,0,0
Antonio Gibson,0,0,0,0,0,0,9,30,0,0,4,25,0,0,0,0
Benjamin Snell,0,0,0,0,0,0,6,17,1,0,1,4,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,5,51,0,0,2,11,0,0,0,0
Darrell Henderson,0,0,0,0,0,0,14,88,0,0,0,4,0,0,0,0
Gus Edwards,0,0,0,0,0,0,14,26,1,0,0,0,0,0,0,0
Kareem Hunt,0,0,0,0,0,0,13,40,0,0,2,17,0,0,0,0
Nyheim Hines,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0
Devonta Freeman,0,0,0,0,0,0,18,61,0,0,1,-4,0,0,0,0
Devin Singletary,0,0,0,0,0,0,10,32,0,0,1,13,0,0,0,0
Tony Pollard,0,0,0,0,0,0,10,31,0,0,2,9,0,0,0,0
Ke'Shawn Vaughn,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0
Chris Thompson,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
Lamical Perine,0,0,0,0,0,0,7,27,0,0,2,9,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,6,18,0,0,2,10,0,0,0,0
Ty Johnson,0,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0
J.K. Dobbins,0,0,0,0,0,0,9,28,0,0,2,1,0,0,0,0
Trenton Cannon,0,0,0,0,0,0,3,12,0,0,2,15,0,0,0,0
Malcolm Brown,0,0,0,0,0,0,2,4,0,0,3,18,0,0,0,0
Jamaal Williams,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0
Alexander Mattison,0,0,0,0,0,0,10,26,0,0,1,4,0,0,0,0
Brian Hill,0,0,0,0,0,0,10,28,0,0,2,6,0,0,1,0
JaMycal Hasty,0,0,0,0,0,0,9,37,0,0,0,0,0,0,0,0
Damien Harris,0,0,0,0,0,0,6,19,0,0,1,14,0,0,0,0
Royce Freeman,0,0,0,0,0,0,8,26,0,0,1,4,0,0,0,0
Chase Edmonds,0,0,0,0,0,0,5,23,0,0,1,6,0,0,0,0
AJ Dillon,0,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0
Matt Breida,0,0,0,0,0,0,6,15,0,0,2,7,0,0,0,0
Ito Smith,0,0,0,0,0,0,2,8,0,0,1,17,0,0,0,0
Boston Scott,0,0,0,0,0,0,2,4,0,0,2,5,0,0,0,0
Dion Lewis,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
Kerryon Johnson,0,0,0,0,0,0,4,9,0,0,1,11,0,0,0,0
Mark Ingram,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0
Dontrell Hilliard,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0
Darwin Thompson,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0
Keith Smith,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
Zack Moss,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0
Anthony McFarland,0,0,0,0,0,0,3,2,0,0,1,6,0,0,0,0
LeSean McCoy,0,0,0,0,0,0,4,1,0,0,1,6,0,0,0,0
Patrick Laird,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Duke Johnson,0,0,0,0,0,0,4,9,0,0,1,2,0,0,0,0
Rico Dowdle,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
Rex Burkhead,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0
Mike Boone,0,0,0,0,0,0,1,-1,0,0,1,6,0,0,0,0
Peyton Barber,0,0,0,0,0,0,4,6,0,0,1,4,0,0,0,0
Ameer Abdullah,0,0,0,0,0,0,2,7,0,0,1,1,0,0,0,0
Jordan Wilkins,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Samaje Perine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D'Ernest Johnson,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
