Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Alvin Kamara,0,0,0,0,0,0,6,58,0,0,13,139,2,0,0,0
Rex Burkhead,0,0,0,0,0,0,6,49,2,0,7,49,1,0,0,0
James Robinson,0,0,0,0,0,0,11,46,2,0,6,83,0,0,0,0
Austin Ekeler,0,0,0,0,0,0,12,59,1,0,11,84,0,0,0,0
Derrick Henry,0,0,0,0,0,0,26,119,2,0,2,11,0,0,0,0
Dalvin Cook,0,0,0,0,0,0,22,181,1,0,2,18,0,0,1,0
James Conner,0,0,0,0,0,0,18,109,1,0,4,40,0,0,0,0
Nick Chubb,0,0,0,0,0,0,19,108,2,0,1,2,0,0,0,0
Mike Davis,0,0,0,0,0,0,13,46,0,0,8,45,1,0,0,0
Jeffery Wilson,0,0,0,0,0,0,12,15,1,0,3,54,1,0,0,0
Darrell Henderson,0,0,0,0,0,0,20,114,1,0,1,6,0,0,0,0
Clyde Edwards-Helaire,0,0,0,0,0,0,20,64,0,0,5,70,0,0,0,0
Ezekiel Elliott,0,0,0,0,0,0,14,34,1,0,6,24,0,0,0,0
Devin Singletary,0,0,0,0,0,0,13,71,0,0,4,50,0,0,0,0
Sony Michel,0,0,0,0,0,0,9,117,0,0,2,23,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,14,38,1,0,3,39,0,0,0,0
Aaron Jones,0,0,0,0,0,0,16,69,1,0,2,17,0,0,0,0
Todd Gurley,0,0,0,0,0,0,14,80,1,0,1,2,0,0,0,0
Miles Sanders,0,0,0,0,0,0,18,95,0,0,4,12,0,0,0,0
Brian Hill,0,0,0,0,0,0,9,58,1,0,1,22,0,0,0,0
Kareem Hunt,0,0,0,0,0,0,16,46,0,0,2,18,1,0,0,0
Antonio Gibson,0,0,0,0,0,0,9,49,1,0,3,11,0,0,1,0
Myles Gaskin,0,0,0,0,0,0,22,66,0,0,5,29,0,0,0,0
Jonathan Taylor,0,0,0,0,0,0,13,59,1,0,1,3,0,0,0,0
David Johnson,0,0,0,0,0,0,13,23,1,0,2,23,0,0,0,0
Josh Jacobs,0,0,0,0,0,0,16,71,0,0,3,12,0,0,1,0
Nyheim Hines,0,0,0,0,0,0,7,21,0,0,4,40,0,0,0,0
Chris Carson,0,0,0,0,0,0,14,64,0,0,3,12,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,22,75,0,0,1,10,0,0,0,0
Ronald Jones II,0,0,0,0,0,0,13,53,0,0,2,20,0,0,0,0
Kalen Ballage,0,0,0,0,0,0,2,8,0,0,5,44,0,0,0,0
Chris Thompson,0,0,0,0,0,0,2,3,0,0,5,35,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,18,73,0,0,1,6,0,0,0,0
Giovani Bernard,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0
Anthony Sherman,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0
Joe Mixon,0,0,0,0,0,0,17,49,0,0,2,16,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,5,15,0,0,3,37,0,0,0,0
Melvin Gordon,0,0,0,0,0,0,8,26,0,0,4,12,0,0,0,0
