Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Aaron Rodgers,33,26,290,3,0,0,6,13,1,0,0,0,0,0,0,0
Lamar Jackson,17,11,163,1,0,0,9,124,2,0,0,0,0,0,0,0
Drew Lock,27,21,280,4,0,0,6,4,0,0,0,0,0,0,1,0
Baker Mayfield,47,28,343,2,1,1,5,23,1,0,0,0,0,0,0,0
Russell Wilson,27,21,206,4,1,0,1,-1,0,0,0,0,0,0,0,0
Mitchell Trubisky,33,24,267,3,0,0,4,23,0,0,0,0,0,0,0,0
Tua Tagovailoa,48,28,316,2,1,0,6,24,1,0,0,0,0,0,0,0
Derek Carr,45,31,316,2,2,0,3,12,1,0,0,0,0,0,0,0
Philip Rivers,28,19,244,2,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Mahomes,34,24,393,2,3,0,5,9,0,0,0,0,0,0,0,0
Jalen Hurts,30,17,167,1,0,0,18,106,0,0,0,0,0,0,1,0
Josh Allen,43,24,238,2,1,0,6,28,0,0,0,0,0,0,0,0
Ryan Tannehill,24,19,212,2,0,0,0,0,0,0,0,0,0,0,0,0
Kirk Cousins,37,24,225,1,0,1,5,41,0,0,0,0,0,0,1,0
Teddy Bridgewater,40,30,283,0,0,0,3,31,1,0,0,0,0,0,0,0
Kyler Murray,35,24,244,1,0,0,13,47,0,0,0,0,0,0,0,0
Justin Herbert,44,36,243,2,1,0,0,0,0,0,0,0,0,0,0,0
Andy Dalton,23,16,185,2,0,0,1,-1,0,0,0,0,0,0,0,0
Tom Brady,23,15,196,2,0,0,3,-2,0,0,0,0,0,0,0,0
Deshaun Watson,30,21,219,1,0,0,7,38,0,0,0,0,0,0,0,0
Ben Roethlisberger,37,21,187,2,2,1,0,0,0,0,0,0,0,0,0,0
Jared Goff,25,16,137,1,1,0,4,11,1,0,0,0,0,0,0,0
Matthew Stafford,34,24,244,1,0,0,1,6,0,0,0,0,0,0,0,0
Nick Mullens,45,25,260,1,1,1,0,0,0,0,0,0,0,0,1,0
Gardner Minshew,31,18,178,1,0,0,2,22,0,0,0,0,0,0,0,0
Brandon Allen,36,27,217,1,0,0,4,12,0,0,0,0,0,0,0,0
Matt Ryan,32,21,224,1,3,0,1,3,0,0,0,0,0,0,0,0
Sam Darnold,26,14,132,0,0,0,1,3,0,0,0,0,0,0,0,0
Daniel Jones,21,11,127,0,0,0,0,0,0,0,0,0,0,0,1,0
Cam Newton,16,9,119,0,1,0,7,16,0,0,0,0,0,0,0,0
Dwayne Haskins,12,7,51,0,0,0,4,-12,0,0,0,0,0,0,0,0
Logan Woodside,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0
Jarrett Stidham,7,5,27,0,0,0,1,3,0,0,0,0,0,0,0,0
Geno Smith,5,4,33,0,0,0,2,-2,0,0,0,0,0,0,0,0
Mike Glennon,23,13,85,0,1,0,0,0,0,0,0,0,0,0,0,0
Chase Daniel,6,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Smith,19,8,57,0,1,0,0,0,0,0,0,0,0,0,0,0
Trace McSorley,4,1,13,0,0,0,2,1,0,0,0,0,0,0,0,0
Ryan Finley,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacoby Brissett,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Colt McCoy,3,2,18,0,0,0,0,0,0,0,0,0,0,0,1,0
