Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Travis Kelce,0,0,0,0,0,0,0,0,0,0,8,109,1,0,0,0
Jared Cook,0,0,0,0,0,0,0,0,0,0,5,51,1,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,4,41,1,0,0,0
Eric Ebron,0,0,0,0,0,0,0,0,0,0,4,48,1,0,0,0
T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,7,65,0,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,0
Dalton Schultz,0,0,0,0,0,0,0,0,0,0,6,53,0,0,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0
Evan Engram,0,0,0,0,0,0,1,9,0,0,5,61,0,0,0,0
Hayden Hurst,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0
Jack Doyle,0,0,0,0,0,0,0,0,0,0,2,18,1,0,0,0
Trey Burton,0,0,0,0,0,0,1,2,1,0,3,9,0,0,0,0
Gerald Everett,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0
Ross Dwelley,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0
Darren Waller,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0
Jace Sternberger,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0
Albert Okwuegbunam,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0
Hunter Henry,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Mark Andrews,0,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Ian Thomas,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,0
George Kittle,0,0,0,0,0,0,0,0,0,0,2,39,0,0,0,0
Anthony Firkser,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0
Cameron Brate,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0
Jason Witten,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0
Jonnu Smith,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0
Ryan Izzo,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
Harrison Bryant,0,0,0,0,0,0,0,0,0,0,3,25,0,0,1,0
Durham Smythe,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
Tyler Higbee,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Jimmy Graham,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Irv Smith,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Kyle Rudolph,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
David Njoku,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Tyler Kroft,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Dallas Goedert,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Will Dissly,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Deon Yelder,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Levine Toilolo,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Kaden Smith,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Chris Manhertz,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Cole Kmet,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Nick Keizer,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Josh Hill,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Mike Gesicki,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Cethan Carter,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Chris Herndon IV,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0
