Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Dak Prescott,58,41,502,4,1,1,2,12,0,1,0,0,0,0,1,0
Tom Brady,46,30,369,5,1,0,3,-3,0,0,0,0,0,0,0,0
Teddy Bridgewater,37,26,276,2,1,0,6,32,1,0,0,0,0,0,0,0
Kyler Murray,31,24,133,3,0,0,6,78,0,0,0,0,0,0,1,0
Josh Allen,34,24,288,2,0,0,3,-1,1,0,0,0,0,0,0,0
Matthew Stafford,31,17,206,3,1,1,3,21,0,0,0,0,0,0,0,0
Lamar Jackson,21,14,193,2,1,0,7,53,1,0,0,0,0,0,0,0
Justin Herbert,25,20,290,3,1,0,5,14,0,0,0,0,0,0,0,0
Derek Carr,44,32,311,2,0,0,4,20,0,0,0,0,0,0,1,0
Russell Wilson,34,24,360,2,1,0,4,5,0,0,0,0,0,0,0,0
Deshaun Watson,33,20,300,2,0,0,5,9,0,0,0,0,0,0,0,0
Gardner Minshew,40,27,351,2,1,0,2,9,0,0,0,0,0,0,0,0
Sam Darnold,42,23,230,0,0,0,6,84,1,0,0,0,0,0,0,0
Carson Wentz,28,18,193,1,1,1,7,37,1,0,0,0,0,0,0,0
Ryan Fitzpatrick,45,29,315,0,2,1,6,47,1,0,0,0,0,0,0,0
Drew Brees,25,19,246,2,1,0,3,-3,0,0,0,0,0,0,0,0
Baker Mayfield,30,19,165,2,0,0,3,6,0,0,0,0,0,0,0,0
Dwayne Haskins,45,32,314,0,0,0,3,3,1,0,0,0,0,0,0,0
Joe Burrow,36,25,300,1,1,0,4,11,0,0,0,0,0,0,0,0
Kirk Cousins,22,16,260,1,0,0,4,5,0,0,0,0,0,0,0,0
Brett Rypien,31,19,242,2,3,0,5,-5,0,0,0,0,0,0,0,0
Jared Goff,32,25,200,1,0,0,3,-3,0,0,0,0,0,0,0,0
Philip Rivers,29,16,190,1,0,0,3,-4,0,0,0,0,0,0,0,0
Nick Foles,42,26,249,1,1,0,2,-1,0,0,0,0,0,0,0,0
Nick Mullens,26,18,200,1,2,0,0,0,0,0,0,0,0,0,1,0
Daniel Jones,36,23,190,0,1,0,6,45,0,0,0,0,0,0,0,0
