Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Jalen Hurts,44,24,338,3,0,0,11,63,1,0,0,0,0,0,0,0
Ryan Tannehill,27,21,273,3,0,0,3,21,2,0,0,0,0,0,0,0
Josh Allen,40,28,359,2,0,0,3,33,2,0,0,0,0,0,0,0
Kyler Murray,36,27,406,3,1,0,8,29,1,0,0,0,0,0,1,0
Lamar Jackson,22,17,243,3,1,0,10,35,1,0,0,0,0,0,0,0
Matt Ryan,49,34,356,3,0,0,1,16,0,0,0,0,0,0,0,0
Patrick Mahomes,47,26,254,3,0,1,7,37,0,0,0,0,0,0,1,0
Justin Herbert,32,22,314,2,0,0,4,14,1,0,0,0,0,0,0,0
Deshaun Watson,41,33,373,2,0,0,6,25,0,0,0,0,0,0,1,0
Marcus Mariota,28,17,226,1,1,0,9,88,1,0,0,0,0,0,0,0
Tom Brady,45,31,390,2,0,0,2,-2,0,0,0,0,0,0,0,0
Drew Brees,34,15,234,3,1,0,0,0,0,0,0,0,0,0,0,0
Baker Mayfield,32,27,297,2,0,0,4,11,0,0,0,0,0,0,0,0
Kirk Cousins,35,24,271,2,1,0,3,25,0,0,0,0,0,0,0,0
Philip Rivers,28,22,228,2,0,0,1,-1,0,0,0,0,0,0,0,0
Gardner Minshew,29,22,226,2,0,0,2,9,0,0,0,0,0,0,1,0
Andy Dalton,33,19,209,2,0,0,2,8,0,0,0,0,0,0,0,0
Aaron Rodgers,29,20,143,1,0,0,5,26,1,0,0,0,0,0,0,0
Ryan Finley,13,7,89,1,0,0,10,47,1,0,0,0,0,0,0,0
Jared Goff,34,22,209,2,1,0,1,9,0,0,0,0,0,0,0,0
Tua Tagovailoa,26,20,145,0,1,1,3,9,2,0,0,0,0,0,0,0
Matthew Stafford,32,22,252,1,0,0,2,12,0,0,0,0,0,0,0,0
Teddy Bridgewater,35,21,258,0,0,0,4,26,1,0,0,0,0,0,1,0
Mitchell Trubisky,21,15,202,1,1,0,8,34,0,0,0,0,0,0,0,0
Nick Mullens,36,21,219,2,2,0,1,7,0,0,0,0,0,0,1,0
Dwayne Haskins,55,38,295,1,2,0,3,28,0,0,0,0,0,0,0,0
Sam Darnold,31,22,207,1,0,0,5,18,0,0,0,0,0,0,0,0
Russell Wilson,27,18,121,1,1,0,6,52,0,0,0,0,0,0,0,0
Drew Lock,32,20,132,1,0,0,5,37,0,0,0,0,0,0,1,0
Cam Newton,27,17,209,0,0,0,9,38,0,0,0,0,0,0,0,0
C.J. Beathard,7,5,100,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben Roethlisberger,38,20,170,1,1,0,2,-1,0,0,0,0,0,0,1,0
Colt McCoy,31,19,221,0,0,0,2,3,0,0,0,0,0,0,0,0
Derek Carr,5,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Huntley,4,2,7,0,0,0,4,18,0,0,0,0,0,0,0,0
Chase Daniel,6,5,55,0,1,0,1,11,0,0,0,0,0,0,0,0
Logan Woodside,0,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,0
Jacoby Brissett,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
