Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Hunter Henry,0,0,0,0,0,0,0,0,0,0,4,30,1,0,0,0
Rob Gronkowski,0,0,0,0,0,0,0,0,0,0,2,51,1,0,0,0
Mark Andrews,0,0,0,0,0,0,0,0,0,0,7,61,0,0,0,0
Cameron Brate,0,0,0,0,0,0,0,0,0,0,3,31,1,0,0,0
Jordan Reed,0,0,0,0,0,0,0,0,0,0,5,62,0,0,0,0
Logan Thomas,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0,0
Richard Rodgers,0,0,0,0,0,0,0,0,0,0,4,60,0,0,0,0
Pharaoh Brown,0,0,0,0,0,0,0,0,0,0,2,21,1,0,0,0
Jonnu Smith,0,0,0,0,0,0,1,1,1,0,2,14,0,0,0,0
Kyle Rudolph,0,0,0,0,0,0,0,0,0,0,4,63,0,0,1,0
Tyler Higbee,0,0,0,0,0,0,0,0,0,0,3,60,0,0,0,0
Durham Smythe,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0
Colin Thompson,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
Dallas Goedert,0,0,0,0,0,0,0,0,0,0,4,33,0,0,0,0
Dan Arnold,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0
Darren Waller,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Robert Tonyan,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0
Mike Gesicki,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0
Greg Olsen,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0
Eric Ebron,0,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0
Trey Burton,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0
Noah Fant,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0
Gerald Everett,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,0
Mo Alie-Cox,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Kaden Smith,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Dawson Knox,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Ryan Izzo,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
T.J. Hockenson,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Troy Fumagalli,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
Evan Engram,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Tyler Eifert,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
Ross Dwelley,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0
Tyler Conklin,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Adam Shaheen,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0
Donald Parham,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Jesse James,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0
Austin Hooper,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Darren Fells,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Will Dissly,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Ian Thomas,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Drew Sample,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Cole Kmet,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Jacob Hollister,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Anthony Firkser,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Nick Boyle,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Jordan Akins,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
