Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Ben Roethlisberger,46,27,333,4,0,0,1,0,0,0,0,0,0,0,0,0
Tom Brady,39,28,341,3,0,0,2,2,1,0,0,0,0,0,0,0
Kyler Murray,32,22,245,1,1,0,11,61,2,0,0,0,0,0,0,0
Josh Allen,49,32,284,2,2,0,7,38,0,0,1,12,1,0,0,0
Matthew Stafford,33,24,276,3,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Rodgers,34,24,325,2,1,0,3,4,1,0,0,0,0,0,0,0
Lamar Jackson,34,24,249,2,1,0,11,55,0,0,0,0,0,0,0,0
Justin Herbert,32,20,187,2,1,0,4,10,1,0,0,0,0,0,0,0
Teddy Bridgewater,24,18,136,2,1,0,3,16,1,0,0,0,0,0,0,0
Daniel Jones,28,21,244,0,0,0,9,64,1,0,0,0,0,0,0,0
Kirk Cousins,36,25,292,2,1,0,1,-1,0,0,0,0,0,0,0,0
Tua Tagovailoa,25,15,169,2,0,0,6,-1,0,0,0,0,0,0,0,0
Philip Rivers,39,29,308,1,0,0,0,0,0,0,0,0,0,0,0,0
Cam Newton,17,13,118,1,0,0,11,21,1,0,0,0,0,0,0,0
Deshaun Watson,30,20,163,1,0,0,8,36,0,0,0,0,0,0,0,0
Alex Smith,55,38,390,0,0,0,2,4,0,0,0,0,0,0,0,0
Joe Burrow,40,21,213,1,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Tannehill,27,15,147,1,0,0,2,9,0,0,0,0,0,0,0,0
Nick Mullens,38,24,247,1,2,0,1,3,0,0,0,0,0,0,0,0
Jared Goff,37,27,302,0,0,0,5,4,0,0,0,0,0,0,1,0
Russell Wilson,37,22,248,0,2,0,8,60,0,0,0,0,0,0,1,0
Jake Luton,35,18,169,1,1,0,0,0,0,0,0,0,0,0,0,0
Drew Brees,13,8,76,1,0,0,1,-1,0,0,0,0,0,0,0,0
Carson Wentz,37,21,208,0,0,0,2,4,0,0,0,0,0,0,0,0
Drew Lock,47,23,257,1,4,0,2,7,0,0,0,0,0,0,0,0
Derek Carr,25,16,154,0,0,0,4,10,0,0,0,0,0,0,0,0
Jacoby Brissett,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
Baker Mayfield,20,12,132,0,0,0,3,1,0,0,0,0,0,0,0,0
Jameis Winston,10,6,63,0,0,0,4,-2,0,0,0,0,0,0,0,0
Nick Foles,26,15,106,0,1,0,1,2,0,0,0,0,0,0,0,0
Phillip Walker,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Jalen Hurts,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0
Blaine Gabbert,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Tyler Bray,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Beathard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
