Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Alvin Kamara,0,0,0,0,0,0,8,15,2,0,7,83,1,0,0,0
Josh Jacobs,0,0,0,0,0,0,21,112,2,0,4,24,0,0,0,0
Nyheim Hines,0,0,0,0,0,0,12,70,1,0,5,45,1,0,0,0
D'Andre Swift,0,0,0,0,0,0,16,81,0,0,5,68,1,0,0,0
Ronald Jones II,0,0,0,0,0,0,23,192,1,0,1,6,0,0,1,0
Antonio Gibson,0,0,0,0,0,0,13,45,2,0,4,20,0,0,0,0
Rex Burkhead,0,0,0,0,0,0,6,31,0,0,4,35,2,0,0,0
Devontae Booker,0,0,0,0,0,0,16,81,2,0,1,2,0,0,0,0
Wayne Gallman,0,0,0,0,0,0,18,53,2,0,1,7,0,0,0,0
Nick Chubb,0,0,0,0,0,0,19,126,1,0,0,0,0,0,0,0
Malcolm Brown,0,0,0,0,0,0,6,33,2,0,2,18,0,0,0,0
J.D. McKissic,0,0,0,0,0,0,8,6,1,0,7,43,0,0,0,0
Kareem Hunt,0,0,0,0,0,0,19,104,0,0,3,28,0,0,0,0
Salvon Ahmed,0,0,0,0,0,0,21,85,1,0,1,5,0,0,0,0
Boston Scott,0,0,0,0,0,0,3,63,1,0,1,11,0,0,0,0
Dalvin Cook,0,0,0,0,0,0,30,96,0,0,4,16,0,0,0,0
Kalen Ballage,0,0,0,0,0,0,18,68,0,0,5,34,0,0,0,0
Miles Sanders,0,0,0,0,0,0,15,85,0,1,2,10,0,0,0,0
Aaron Jones,0,0,0,0,0,0,13,46,0,0,5,49,0,0,0,0
James Robinson,0,0,0,0,0,0,23,109,0,0,2,3,0,0,0,0
Damien Harris,0,0,0,0,0,0,22,121,0,0,0,0,0,0,0,0
Derrick Henry,0,0,0,0,0,0,19,103,0,0,1,6,0,0,0,0
Alex Collins,0,0,0,0,0,0,11,43,1,0,1,4,0,0,0,0
Chase Edmonds,0,0,0,0,0,0,8,56,0,0,3,21,0,0,0,0
Kenyan Drake,0,0,0,0,0,0,16,100,0,0,1,9,0,0,1,0
Darrell Henderson,0,0,0,0,0,0,7,28,1,0,1,5,0,0,0,0
Jamaal Williams,0,0,0,0,0,0,8,30,0,0,3,25,0,0,0,0
D'Onta Foreman,0,0,0,0,0,0,7,18,0,0,1,5,1,0,0,0
Gus Edwards,0,0,0,0,0,0,7,42,0,0,1,31,0,0,0,0
Mike Davis,0,0,0,0,0,0,7,32,0,0,4,12,0,0,0,0
Giovani Bernard,0,0,0,0,0,0,8,30,0,0,4,17,0,0,0,0
James Conner,0,0,0,0,0,0,13,36,0,0,2,12,0,0,0,0
Corey Clement,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0
Jonathan Taylor,0,0,0,0,0,0,7,12,0,0,2,25,0,0,0,0
Samaje Perine,0,0,0,0,0,0,7,48,0,0,1,7,0,0,0,0
Latavius Murray,0,0,0,0,0,0,9,57,0,0,0,0,0,0,0,0
Jerick McKinnon,0,0,0,0,0,0,18,33,0,0,1,13,0,0,0,0
Duke Johnson,0,0,0,0,0,0,14,54,0,0,0,0,0,0,0,0
Jakob Johnson,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0
Mark Ingram,0,0,0,0,0,0,5,5,0,0,2,24,0,0,0,0
Travis Homer,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0
Melvin Gordon,0,0,0,0,0,0,11,46,0,0,0,0,0,0,0,0
Royce Freeman,0,0,0,0,0,0,2,11,0,0,2,15,0,0,0,0
Leonard Fournette,0,0,0,0,0,0,8,19,0,0,2,11,0,0,0,0
DeeJay Dallas,0,0,0,0,0,0,2,8,0,0,2,23,0,0,0,0
Austin Walter,0,0,0,0,0,0,1,3,0,0,1,27,0,0,0,0
Adrian Peterson,0,0,0,0,0,0,4,21,0,0,1,9,0,0,0,0
Zack Moss,0,0,0,0,0,0,7,20,0,0,1,-3,0,0,0,0
Alfred Morris,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0
Jeremy McNichols,0,0,0,0,0,0,3,26,0,0,1,8,0,0,0,0
Dion Lewis,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0
JaMycal Hasty,0,0,0,0,0,0,3,13,0,0,2,-4,0,0,0,0
Cam Akers,0,0,0,0,0,0,10,38,0,0,0,0,0,0,0,0
Trayveon Williams,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
Jordan Wilkins,0,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0
James White,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
Rodney Smith,0,0,0,0,0,0,3,13,0,0,1,2,0,0,0,0
Devin Singletary,0,0,0,0,0,0,4,15,0,0,1,-5,0,0,0,0
Ryan Nall,0,0,0,0,0,0,1,0,0,0,1,18,0,0,0,0
Lamar Miller,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
Joshua Kelley,0,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0
J.K. Dobbins,0,0,0,0,0,0,5,13,0,0,1,1,0,0,0,0
Khari Blasingame,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
Alex Armah,0,0,0,0,0,0,0,0,0,0,2,-5,0,0,0,0
Benjamin Snell,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0
Patrick Ricard,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
C.J. Prosise,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0
Dare Ogunbowale,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
Gabe Nabers,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
Patrick Laird,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0
Justice Hill,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
C.J. Ham,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Tyler Ervin,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0
Peyton Barber,0,0,0,0,0,0,2,7,0,0,1,7,0,0,0,0
DeAndre Washington,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Artavis Pierce,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0
Elijhaa Penny,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alexander Mattison,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
Phillip Lindsay,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
Kyle Juszczyk,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Kerryon Johnson,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
